Article Title,Reprint Addresses,Funding Orgs,"Times Cited, WoS Core","Times Cited, All Databases",Publication Date,Publication Year,DOI,
Current status of direct dark matter detection experiments,"Ji, XD (corresponding author), Shanghai Jiao Tong Univ, Dept Phys & Astron, INPAC, Shanghai 200240, Peoples R China.; Ji, XD (corresponding author), Tsung Dao Lee Inst, Shanghai 200240, Peoples R China.; Ji, XD (corresponding author), Univ Maryland, Dept Phys, College Pk, MD 20742 USA.","National Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11435008, 11455001, 11505112, 11525522]; Ministry of Science and Technology of ChinaMinistry of Science and Technology, China [2016YFA0400301]; Chinese Academy of Sciences Center for Excellence in Particle Physics (CCEPP); Key Laboratory for Particle Physics, Astrophysics and Cosmology, Ministry of Education; Shanghai Key Laboratory for Particle Physics and Cosmology (SKLPPC); Hong Kong Hongwen Foundation",107,109,MAR,2017,10.1038/nphys4039,
Precise Measurement of the e(+)e(-) ->pi(+)pi(-) J/psi Cross Section at Center-of-Mass Energies from 3.77 to 4.60 GeV,"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.","National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700]; National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [11235011, 11322544, 11335008, 11425524]; Chinese Academy of Sciences (CAS) Large-Scale Scientific Facility ProgramChinese Academy of Sciences; CAS Center for Excellence in Particle Physics (CCEPP); Collaborative Innovation Center for Particles and Interactions (CICPI); NSFCNational Natural Science Foundation of China (NSFC) [U1232201, U1332201, U1532257, U1532258, 11275266]; CASChinese Academy of Sciences [U1232201, U1332201, U1532257, U1532258, KJCX2-YW-N29, KJCX2-YW-N45]; 100 Talents Program of CASChinese Academy of Sciences; National 1000 Talents Program of China; INPAC; Shanghai Key Laboratory for Particle Physics and Cosmology; German Research Foundation DFG under Collaborative Research CenterGerman Research Foundation (DFG) [CRC 1044, FOR 2359]; Seventh Framework Programme of the European Commission under Marie Curie International Incoming Fellowship [627240]; Istituto Nazionale di Fisica Nucleare, ItalyIstituto Nazionale di Fisica Nucleare (INFN); Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) [530-4CDP03]; Ministry of Development of TurkeyTurkiye Cumhuriyeti Kalkinma Bakanligi [DPT2006K-120470]; Swedish Resarch Council; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-FG02-05ER41374, DE-SC-0010504, DE-SC0012069, DESC0010118]; U.S. National Science FoundationNational Science Foundation (NSF); University of Groningen (RuG), Darmstadt; Helmholtzzentrum fuer Schwerionenforschung GmbH (GSI), Darmstadt; WCU Program of National Research Foundation of Korea [R32-2008-000-10155-0]",132,132,MAR 1,2017,10.1103/PhysRevLett.118.092001,
Evidence of Two Resonant Structures in e(+)e(-)->pi(+) pi(-) h(c),"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.","National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700]; National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [11235011, 11322544, 11335008, 11425524]; Chinese Academy of Sciences (CAS) Large-Scale Scientific Facility ProgramChinese Academy of Sciences; CAS Center for Excellence in Particle Physics (CCEPP); Collaborative Innovation Center for Particles and Interactions (CICPI); NSFCNational Natural Science Foundation of China (NSFC) [U1232201, U1332201, U1532257, U1532258, 11275266]; CASChinese Academy of Sciences [U1232201, U1332201, U1532257, U1532258, KJCX2-YW-N29, KJCX2-YW-N45]; 100 Talents Program of CASChinese Academy of Sciences; National 1000 Talents Program of China; INPAC; Shanghai Key Laboratory for Particle Physics and Cosmology; German Research Foundation DFGGerman Research Foundation (DFG) [Collaborative Research Center CRC 1044, FOR 2359]; Istituto Nazionale di Fisica Nucleare, ItalyIstituto Nazionale di Fisica Nucleare (INFN); Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) [530-4CDP03]; Ministry of Development of TurkeyTurkiye Cumhuriyeti Kalkinma Bakanligi [DPT2006K-120470]; Swedish Resarch Council; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-FG02-05ER41374, DE-SC-0010504, DE-SC0012069, DESC0010118]; U.S. National Science FoundationNational Science Foundation (NSF); University of Groningen (RuG), Darmstadt; Helmholtzzentrum fuer Schwerionenforschung GmbH (GSI), Darmstadt; WCU Program of National Research Foundation of Korea [R32-2008-000-10155-0]",63,66,MAR 1,2017,10.1103/PhysRevLett.118.092002,
Testing CP violation in the scalar sector at future e(+)e(-) colliders,"Mao, YN (corresponding author), Chinese Acad Sci, Ctr Future High Energy Phys, Beijing 100049, Peoples R China.; Mao, YN (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Div Theoret Phys, Beijing 100049, Peoples R China.; Li, G; Zhang, C; Zhu, SH (corresponding author), Peking Univ, Inst Theoret Phys, Beijing 100871, Peoples R China.; Li, G; Zhang, C; Zhu, SH (corresponding author), Peking Univ, State Key Lab Nucl Phys & Technol, Beijing 100871, Peoples R China.; Zhu, SH (corresponding author), Collaborat Innovat Ctr Quantum Matter, Beijing 100871, Peoples R China.; Zhu, SH (corresponding author), Peking Univ, Ctr High Energy Phys, Beijing 100871, Peoples R China.","Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11635001, 11135003, 11375014]",7,7,FEB 15,2017,10.1103/PhysRevD.95.035015,
Excitonic pairing and insulating transition in two-dimensional semi-Dirac semimetals,"Zhang, CJ (corresponding author), Chinese Acad Sci, Hefei Inst Phys Sci, High Field Magnet Lab, Hefei 230031, Anhui, Peoples R China.; Liu, GZ (corresponding author), Univ Sci & Technol China, Dept Modern Phys, Hefei 230026, Anhui, Peoples R China.; Zhang, CJ (corresponding author), Nanjing Univ, Collaborat Innovat Ctr Adv Microstruct, Nanjing 210093, Jiangsu, Peoples R China.","National Key Research and Development Program of China [2016YFA0300404]; National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11574285, 11274286, 11504379, 11674327, U1532267]; Natural Science Foundation of Anhui ProvinceNatural Science Foundation of Anhui Province [1608085MA19]",2,2,FEB 15,2017,10.1103/PhysRevB.95.075129,
Amplitude analysis of the chi(c1) -> eta pi(+)pi(-) decays,"Ablikim, M (corresponding author), Inst High Energy Phys, Beijing 100049, Peoples R China.","National Key Basic Research Program of ChinaNational Basic Research Program of China [2015CB856700]; National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [11235011, 11322544, 11335008, 11425524]; Chinese Academy of Sciences (CAS) Large-Scale Scientific Facility ProgramChinese Academy of Sciences; CAS Center for Excellence in Particle Physics (CCEPP); Collaborative Innovation Center for Particles and Interactions (CICPI); NSFCNational Natural Science Foundation of China (NSFC) [U1232201, U1332201, U1532257, U1532258]; CASChinese Academy of Sciences [U1232201, U1332201, U1532257, U1532258, KJCX2-YW-N29, KJCX2-YW-N45]; 100 Talents Program of CASChinese Academy of Sciences; National 1000 Talents Program of China; INPAC; Istituto Nazionale di Sic Nucleare, Italy; Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) [530-4CDP03]; Ministry of Development of TurkeyTurkiye Cumhuriyeti Kalkinma Bakanligi [DPT2006K-120470]; Swedish Research CouncilSwedish Research CouncilEuropean Commission; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-FG02-05ER41374, DE-SC-0010504, DE-SC0012069]; U.S. National Science FoundationNational Science Foundation (NSF); University of Groningen (RuG), Darmstadt; WCU Program of National Research Foundation of Korea [R32-2008-000-10155-0]; Helmholtzzentrum fuer Schwerionenforschung GmbH (GSI), Darmstadt; Shanghai Key Laboratory for Particle Physics and Cosmology",37,38,FEB 13,2017,10.1103/PhysRevD.95.032002,
"Measurements of the branching fractions for D+ -> (KSKSK+)-K-0-K-0+, (KSKS0)-K-0 pi + and D-0 -> (KSKS0)-K-0, (KSKSKS0)-K-0-K-0","Wang, Y (corresponding author), Soochow Univ, Suzhou 215006, Peoples R China.","National Key Basic Research Program of ChinaNational Basic Research Program of China [2009CB825204, 2015CB856700]; National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [10935007, 11235011, 11305180, 11322544, 11335008, 11425524, 11475123]; Chinese Academy of Sciences (CAS) Large-Scale Scientific Facility ProgramChinese Academy of Sciences; CAS Center for Excellence in Particle Physics (CCEPP); Collaborative Innovation Center for Particles and Interactions (CICPI); NSFCNational Natural Science Foundation of China (NSFC) [U1232201, U1332201, U1532101, U1532257, U1532258]; CASChinese Academy of Sciences [U1232201, U1332201, U1532101, U1532257, U1532258, KJCX2-YW-N29, KJCX2-YW-N45]; 100 Talents Program of CASChinese Academy of Sciences; National 1000 Talents Program of China; INPAC; Shanghai Key Laboratory for Particle Physics and Cosmology; German Research Foundation DFGGerman Research Foundation (DFG) [Collaborative Research Center CRC 1044, FOR 2359]; Istituto Nazionale di Fisica Nucleare, ItalyIstituto Nazionale di Fisica Nucleare (INFN); Koninklijke Nederlandse Akademie van Wetenschappen (KNAW) [530-4CDP03]; Ministry of Development of TurkeyTurkiye Cumhuriyeti Kalkinma Bakanligi [DPT2006K-120470]; Swedish Research CouncilSwedish Research CouncilEuropean Commission; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-FG02-05ER41374, DE-SC-0010504, DE-SC0012069, DESC0010118]; U.S. National Science FoundationNational Science Foundation (NSF); University of Groningen (RuG); Helmholtzzentrum fuer Schwerionenforschung GmbH (GSI), Darmstadt; WCU Program of National Research Foundation of Korea [R32-2008-000-10155-0]",2,2,FEB 10,2017,10.1016/j.physletb.2016.12.020,
NLO QCD corrections for J/psi plus c + (c)over-bar production in photon-photon collision,"Qiao, CF (corresponding author), Univ Chinese Acad Sci, Sch Phys, Yuquan Rd 19A, Beijing 100049, Peoples R China.","Ministry of Science and Technology of the People's Republic of ChinaMinistry of Science and Technology, China [2015CB856703]; Strategic Priority Research Program of the Chinese Academy of SciencesChinese Academy of Sciences [XDB23030100]; National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China (NSFC) [11375200, 11635009]",2,2,FEB 6,2017,10.1103/PhysRevD.95.036001,
Tau flavored dark matter and its impact on tau Yukawa coupling,"Chao, W (corresponding author), Beijing Normal Univ, Dept Phys, Ctr Adv Quantum Studies, Beijing 100875, Peoples R China.; Chao, W (corresponding author), Univ Massachusetts, Dept Phys, Amherst Ctr Fundamental Interact, 710 N Pleasant St, Amherst, MA 01003 USA.",DOEUnited States Department of Energy (DOE) [DE-SC0011095]; China Scholarship CouncilChina Scholarship Council,6,6,FEB,2017,10.1088/1475-7516/2017/02/002,
Study of hardware implementations of fast tracking algorithms,"Song, Z (corresponding author), Cent China Normal Univ, 152 Luoyu Rd, Wuhan 430079, Hubei, Peoples R China.; Song, Z (corresponding author), Univ Libre Bruxelles, Ave F Roosevelt 50, B-1050 Brussels, Belgium.",China Scholarship Council (CSC)China Scholarship Council; Belgian FRS-FNRSFonds de la Recherche Scientifique - FNRS,1,1,FEB,2017,10.1088/1748-0221/12/02/C02068,
Cross section and Higgs mass measurement with Higgsstrahlung at the CEPC,"Chen, ZX (corresponding author), Peking Univ, State Key Lab Nucl Phys & Technol, Beijing 100871, Peoples R China.; Chen, ZX (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.","NSFCNational Natural Science Foundation of China (NSFC) [U1232105, Y3515540U1]; CAS Hundred Talent ProgramChinese Academy of Sciences [Y3515540U1]",20,24,FEB,2017,10.1088/1674-1137/41/2/023003,
Charmed baryon decay asymmetry in e(+)e(-) annihilation,"Wang, D (corresponding author), Univ Chinese Acad Sci, Beijing 100049, Peoples R China.","National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11375205, 11175146, 11275266, 11235011, 11425524, 11505010, 11565006]; Beijing Municipal Government Foundation [KM201610017009, 2015000020124G064]; Youth Innovation Promotion Association of CAS",8,9,FEB,2017,10.1088/1674-1137/41/2/023106,
Physics prospects of the Jinping neutrino experiment,"Chen, SM (corresponding author), Ohio State Univ, Dept Phys, Dept Astron, & CCAPP, Columbus, OH 43210 USA.; Chen, SM (corresponding author), Tsinghua Univ, Dept Engn Phys, Beijing 100084, Peoples R China.","National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11235006, 11475093, 11135009, 11375065, 11505301, 11620101004]; Tsinghua University Initiative Scientific Research Program [20121088035, 20131089288, 20151080432]; Key Laboratory of Particle & Radiation Imaging (Tsinghua University); CAS Center for Excellence in Particle Physics (CCEPP); U.S. National Science FoundationNational Science Foundation (NSF) [PHY-1404311]; U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-AC02-98CH10886]",51,51,FEB,2017,10.1088/1674-1137/41/2/023002,
Advances in applications of positron annihilation spectroscopy to investigating semiconductor microstructures,"Cao, XZ (corresponding author), Chinese Acad Sci, Inst High Energy Phys, Beijing 100049, Peoples R China.","National Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [0275076, 10575112, 60606011, 10835006, 11175191, 11475193, 11475197, 11575205, 11505192]",5,6,JAN 20,2017,10.7498/aps.66.027801,
Exploring detection of nuclearites in a large liquid scintillator neutrino detector,"Guo, WL; Lin, T; Wang, ZM (corresponding author), Chinese Acad Sci, Inst High Energy Phys, POB 918, Beijing 100049, Peoples R China.; Xia, CJ (corresponding author), Chinese Acad Sci, Key Lab Theoret Phys, Inst Theoret Phys, Beijing 100190, Peoples R China.","National Nature Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11525524, 11575201, 11621131001]; Strategic Priority Research Program of the Chinese Academy of SciencesChinese Academy of Sciences [XDA10010100]",1,1,JAN 13,2017,10.1103/PhysRevD.95.015010,
Dark matter relic abundance and light sterile neutrinos,"Tang, YL (corresponding author), Peking Univ, Ctr High Energy Phys, Beijing 100871, Peoples R China.","Natural Science Foundation of ChinaNational Natural Science Foundation of China (NSFC) [11135003, 11635001, 11375014]; China Postdoctoral Science FoundationChina Postdoctoral Science Foundation [2016M600006]",9,9,JAN 9,2017,10.1007/JHEP01(2017)025,
